,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_brazil_beef,state_of_production,municipality_of_production,logistics_hub,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_gross_emissions_cattle_deforestation_5_year_total_exposure,co2_net_emissions_cattle_deforestation_5_year_total_exposure,land_use,state_of_production_trase_id,municipality_of_production_trase_id,country_of_production_trase_id,country_of_destination_trase_id
2253968,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.3471502105100537,3162.030569825214,1.765036205810272,1061.0850187485803,996.3083785963728,19.78171377793256,BR-12,BR-1200500,BR,HK
2254115,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,RIO BRANCO,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,PARAGUAY,PARAGUAY,1.34594592037423,1263.843219592861,0.3262572910987134,195.69030763341823,183.71502299607255,21.944618369327717,BR-12,BR-1200450,BR,PY
2254321,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),1.3441130251413502,4236.18593102841,0.7255522109713007,438.02156880260094,411.39253919371055,18.997442080523,BR-12,BR-1200807,BR,HK
2254341,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.3439065810419164,2215.6427567964843,0.7990868530875235,481.15914199175353,451.8344284401284,20.258467876200733,BR-12,BR-1200401,BR,HK
2255411,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF TRADING,SUDAMBEEF TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.3348049170915557,3446.3799533375686,0.7205276942460216,434.9882285891717,408.5436074937207,18.86588302243216,BR-12,BR-1200807,BR,HK
2255453,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,KAI BO FROZEN MEAT SUPERMARKET OB,KAI BO FROZEN MEAT SUPERMARKET OB,CHINA (HONG KONG),CHINA (HONG KONG),1.3343244811887844,3970.16991019683,0.5868359068268274,353.85951660006265,332.32458693326066,20.33467307167136,BR-12,BR-1200138,BR,HK
2256005,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,RIO BRANCO,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRISACRE FRIGORIFICO SANTO AFONSO DO ACRE,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,PARAGUAY,PARAGUAY,1.329678759250036,1248.5683552928742,0.5847927183181659,352.6274827562114,331.1675313249233,20.263873773496023,BR-12,BR-1200138,BR,PY
2256479,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,HENG SHENG FOODS,HENG SHENG FOODS,CHINA (HONG KONG),CHINA (HONG KONG),1.3255824594836405,5268.078186844939,0.53235391572863,316.86802646444505,297.331989851313,27.09406902749532,BR-12,BR-1200385,BR,HK
2259798,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,HATTON INTERNATIONAL,HATTON INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),1.2975845441464615,4089.5440245102113,0.5211099529292189,310.17538798349665,291.05197624722933,26.521809304726364,BR-12,BR-1200385,BR,HK
2260565,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,SOUTH AMERICA FOOD,SOUTH AMERICA FOOD,CHINA (HONG KONG),CHINA (HONG KONG),1.2912107862790112,4591.261562732066,0.3129894945940323,187.7322351229925,176.24394539423227,21.05220388897505,BR-12,BR-1200450,BR,HK
2260846,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF TRADING,SUDAMBEEF TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.2885986501667577,3327.0783610156213,0.5175012179069699,308.02739449505185,289.0364141684892,26.33814330189265,BR-12,BR-1200385,BR,HK
2261967,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,SOUTH AMERICA FOOD,SOUTH AMERICA FOOD,CHINA (HONG KONG),CHINA (HONG KONG),1.2792468225423514,4958.8995126091895,0.310089429784266,185.9927657218066,174.61092296760052,20.857140614581027,BR-12,BR-1200450,BR,HK
2262041,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,XAPURI,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.2787987681355406,3001.596084796239,0.872012879991625,521.9885212494347,489.9858147975819,18.874678036344243,BR-12,BR-1200708,BR,HK
2262489,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,SOUTH AMERICA FOOD,SOUTH AMERICA FOOD,CHINA (HONG KONG),CHINA (HONG KONG),1.275605156373868,4535.771375144503,0.5610111477732271,338.28729845745886,317.7000517177097,19.43980957337385,BR-12,BR-1200138,BR,HK
2262928,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.2722369702614635,3118.041649759988,0.3083902415913788,184.9735864750428,173.6541124795355,20.74285033679136,BR-12,BR-1200450,BR,HK
2263457,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,MILLION FAR EAST,MILLION FAR EAST,CHINA (HONG KONG),CHINA (HONG KONG),1.2680137177706048,2866.0544216385056,0.7539609565864016,453.9872049761532,426.3185116475397,19.11443513292569,BR-12,BR-1200401,BR,HK
2263961,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,SOUTH AMERICA FOOD,SOUTH AMERICA FOOD,CHINA (HONG KONG),CHINA (HONG KONG),1.263785789624979,4898.966036717474,0.5558129902770657,335.1528319440703,314.7563403281548,19.25968625094277,BR-12,BR-1200138,BR,HK
2264835,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.2568606587246334,3080.356862324775,0.5527673177070938,333.3163045421259,313.03157899883735,19.15414949820959,BR-12,BR-1200138,BR,HK
2265594,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,ZHAOHE HONGKONG ELECTRON TRADE CO,ZHAOHE HONGKONG ELECTRON TRADE CO,CHINA (HONG KONG),CHINA (HONG KONG),1.2505137510686428,4207.210341719044,0.6814049429573036,409.9039016407888,384.8945019790417,16.555057632963237,BR-12,BR-1200179,BR,HK
2266839,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BRASILEIA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.2416270978587598,3257.6572301885594,1.0475607824634356,629.7417169019528,591.2957271184347,19.678695057722805,BR-12,BR-1200104,BR,HK
2266869,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,CAPIXABA,RIO BRANCO,JBS S/A,JBS,BEST PRO CORPORATION,BEST PRO CORPORATION,CHINA (HONG KONG),CHINA (HONG KONG),1.2413791492452533,4188.750304320197,0.6764274984237386,406.9096851244628,382.0829711049622,16.43412824733181,BR-12,BR-1200179,BR,HK
2267106,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.2395910169039304,3252.3151642372063,1.6241121503475295,976.3658478100078,916.761105434996,18.20230179736658,BR-12,BR-1200500,BR,HK
2269147,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.2242626968776855,2822.5640383481723,0.6608570037745747,398.9645640525456,374.7099612070836,17.303499958891376,BR-12,BR-1200807,BR,HK
2269174,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,SENADOR GUIOMARD,RIO BRANCO,JBS S/A,JBS,ONEYAO INTL CO LTD,ONEYAO INTL CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.224063039807008,4129.958787580672,0.2967128808492187,177.96946310883644,167.07860702476154,19.95741126143859,BR-12,BR-1200450,BR,HK
2269913,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,LONGEVITY TRADING,LONGEVITY TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.2186626157538414,3041.50892146242,0.2954038180587311,177.18428249472882,166.34147560358215,19.86936147943373,BR-12,BR-1200450,BR,HK
2271160,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,BUJARI,RIO BRANCO,JBS S/A,JBS,ONEYAO INTL CO LTD,ONEYAO INTL CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.209268960495727,4080.043925462604,0.5318364888260207,320.69510515106555,301.1784715438329,18.428867426229434,BR-12,BR-1200138,BR,HK
2271998,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,LONGEVITY TRADING,LONGEVITY TRADING,CHINA (HONG KONG),CHINA (HONG KONG),1.2039338062033151,3004.749111920929,0.5294900879682181,319.2802355706037,299.84970708552714,18.347561402205606,BR-12,BR-1200138,BR,HK
2273058,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,CHINA (HONG KONG),CHINA (HONG KONG),1.1966991830629772,2629.074750801949,0.2900798819744656,173.9909663035656,163.3435746620994,19.511264514923138,BR-12,BR-1200450,BR,HK
2274835,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,RYQL HONG KONG TRADING CO,RYQL HONG KONG TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.1843832394980067,3090.658380002142,0.2870944972543168,172.20032171039,161.66250871360438,19.31046247874897,BR-12,BR-1200450,BR,HK
2274884,2017,AMAZONIA,BRAZIL,BEEF OFFALS,5.0,G4 & TAC,ACRE,CAPIXABA,RIO BRANCO,JBS S/A,JBS,PARKER MIGLIORINI INTL GMBH,PARKER MIGLIORINI INTL GMBH,CHINA (HONG KONG),CHINA (HONG KONG),1.1841885986988154,4175.822062640196,0.6452643674309846,388.1632860657268,364.4803430237696,15.67700513729157,BR-12,BR-1200179,BR,HK
2275176,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,FULLYTECH INTL LOGISTICS,FULLYTECH INTL LOGISTICS,CHINA (HONG KONG),CHINA (HONG KONG),1.1822358245183304,2597.299638643688,0.5199473156231618,313.52598507269994,294.4456446536337,18.01689118660244,BR-12,BR-1200138,BR,HK
2275227,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.1818830140988257,2724.8567661481065,0.4746442184620883,282.5180248199917,265.0997875231074,24.15694303837686,BR-12,BR-1200385,BR,HK
2275943,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,XAPURI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.1766968917359633,3087.299837217403,0.8023896104747533,480.3119034682709,450.8643577344434,17.367685621299643,BR-12,BR-1200708,BR,HK
2276370,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,CAPIXABA,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.1731918157458483,2753.7154778401296,0.6392722203999129,384.5586681764265,361.09565309578056,15.53142307119435,BR-12,BR-1200179,BR,HK
2276825,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,RYQL HONG KONG TRADING CO,RYQL HONG KONG TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.170068731984694,3053.3045479600964,0.5145962283268685,310.2993025505109,291.41532927126354,17.831468635796924,BR-12,BR-1200138,BR,HK
2277364,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.1663198556027163,2747.454732370481,0.2827159329980984,169.5740429737324,159.19694532247834,19.015952825693525,BR-12,BR-1200450,BR,HK
2278339,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BRASILEIA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.1598030504992278,2366.339221323082,0.9785258337061984,588.2413210448387,552.3289474285705,18.381856031614447,BR-12,BR-1200104,BR,HK
2278617,2017,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,RXM IMPORTACAO E EXPORTACAO,RXM IMPORTACAO E EXPORTACAO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),1.157901148626639,2362.458782317272,1.5170820849306226,912.02269235761,856.345941946817,17.002758064076023,BR-12,BR-1200500,BR,HK
2278953,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,MICHI FOODS PRODUCAO COMERCIO DISTRIBUICAO IMPORTACAO E,LYTMER,LYTMER,CHINA (HONG KONG),CHINA (HONG KONG),1.155851303572491,3372.776272020149,0.2801783559859718,168.05199506953306,157.76803926625757,18.84527109494548,BR-12,BR-1200450,BR,HK
2279577,2017,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,TOTAL ENTERPRISE,TOTAL ENTERPRISE,CHINA (HONG KONG),CHINA (HONG KONG),1.1522236629353608,2714.248874589454,0.5067479669589717,305.5668348513003,286.970866710454,17.559515561282172,BR-12,BR-1200138,BR,HK
2282479,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,SUNRISE TRADING COMPANY,SUNRISE TRADING COMPANY,CHINA (HONG KONG),CHINA (HONG KONG),1.5045959905142423,4605.252618506756,1.1358195132392015,683.8247344864122,642.1429117611963,24.456446275331317,BR-12,BR-1200401,BR,HK
2288907,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,CAPIXABA,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.4395341274922209,4406.111907687314,0.9329620680277084,561.3205653547094,527.0790868311157,21.69163814121044,BR-12,BR-1200179,BR,HK
2290681,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WAH HA FOODS IMPORT & EXPORT LTD,WAH HA FOODS IMPORT & EXPORT LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.4226819987815806,4354.531077775913,1.0739826408802151,646.5955952354398,607.1830358231937,23.124975800441188,BR-12,BR-1200401,BR,HK
2291126,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,CHARIS TRADING LTD,CHARIS TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.4185344445519643,4341.836284557827,1.070851652192278,644.710570825089,605.4129111076659,23.057559405721197,BR-12,BR-1200401,BR,HK
2300793,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DRAGON CENTURY LOGISITICS CO LTD,DRAGON CENTURY LOGISITICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.3319442606255387,4076.801900724424,1.005484722346219,605.3561461782574,568.4572943261481,21.65007979357368,BR-12,BR-1200401,BR,HK
2303915,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.3067756164204938,3999.765961934016,0.9864849128358308,593.91723397232,557.7156290706231,21.24097622111685,BR-12,BR-1200401,BR,HK
2304033,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.3058404623544502,3996.903651560663,0.6744665988060735,407.1972279429248,382.4429326342564,17.426862678064552,BR-12,BR-1200807,BR,HK
2305786,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,MINERVA,MINERVA,LONGEVITY TRADING LTD,LONGEVITY TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.2915369590110324,3953.123629121828,0.9749812503574284,586.9914074230995,551.2119590476169,20.99327955796457,BR-12,BR-1200401,BR,HK
2305879,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.2907900778881478,3762.2110144512462,0.9744174297977628,586.651956973431,550.8931994456957,20.98113938334557,BR-12,BR-1200401,BR,HK
2306659,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,FRIEND KONG,FRIEND KONG,CHINA (HONG KONG),CHINA (HONG KONG),1.2845176328310448,3450.8549601015707,0.9696823610241556,583.8011896559613,548.2161976736428,20.87918396373716,BR-12,BR-1200401,BR,HK
2309705,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGOESTRELA SA,FRIGOESTRELA SA,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.2617811909452183,3862.0474667070025,0.9525186210445452,573.4676905414068,538.5125662086515,20.50961460892128,BR-12,BR-1200401,BR,HK
2309849,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WELL BEST TRADING CO,WELL BEST TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),1.260636843314581,3858.544858727385,0.5224079078695624,311.25048023226407,292.08249702966583,25.853218887742106,BR-12,BR-1200385,BR,HK
2315122,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,ALIMENTOS ESTRELA,ALIMENTOS ESTRELA,BETTER YIELD GROUP LTD,BETTER YIELD GROUP LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.2213430628886126,3281.1365596171445,0.9219918781746136,555.0889414580832,521.25407458688,19.85231330509863,BR-12,BR-1200401,BR,HK
2315802,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,COMCARNE COMERCIAL DE CARNE LTDA.,COMCARNE COMERCIAL DE CARNE LTDA.,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.216075691783442,3266.985773952245,0.9180155397273204,552.6949708040715,519.0060259145948,19.766694853861228,BR-12,BR-1200401,BR,HK
2317049,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRISA FRIGORIFICO RIO DOCE,FRISA FRIGORIFICO RIO DOCE,LONGEVITY TRADING LTD,LONGEVITY TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.2072841366610605,3695.243418626796,0.9113787947654346,548.6992916415674,515.253899203646,19.623792575187966,BR-12,BR-1200401,BR,HK
2321803,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.174713737433272,3155.866937059213,0.8867914003883771,533.8963513542902,501.3532566861764,19.09437722123089,BR-12,BR-1200401,BR,HK
2323018,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BRASILEIA,UNKNOWN,FRIGORIFICO BETTER BEEF,FRIGORIFICO BETTER BEEF,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.1669387987561062,3571.7548049373327,1.1733569621492648,705.4388928689601,662.377800949941,20.214836958100683,BR-12,BR-1200104,BR,HK
2323340,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENA MADUREIRA,UNKNOWN,FRIGORIFICO BETTER BEEF,FRIGORIFICO BETTER BEEF,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),1.1650251953338742,3565.8976663921167,1.6890535281950507,1015.7381677886744,953.7490411852714,19.87137530702327,BR-12,BR-1200500,BR,HK
2359673,2011,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,MERIDIONAL MEATIMPORTACAO E EXP DE ALIMENTOS,EVER PROSPER FOODS TRANDING LIMITED,EVER PROSPER FOODS TRANDING LIMITED,CHINA (HONG KONG),CHINA (HONG KONG),0.6976486353939759,2797.0254719834006,,,,12.724254169127354,BR-12,BR-1200450,BR,HK
