,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_brazil_beef,state_of_production,municipality_of_production,logistics_hub,exporter,exporter_group,importer,importer_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_gross_emissions_cattle_deforestation_5_year_total_exposure,co2_net_emissions_cattle_deforestation_5_year_total_exposure,land_use,state_of_production_trase_id,municipality_of_production_trase_id,country_of_production_trase_id,country_of_destination_trase_id
4525872,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,WAH HA FOODS IMPORT & EXPORT LTD,WAH HA FOODS IMPORT & EXPORT LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.394205657844299,1206.5808027290848,0.1633588246106775,97.32914039836272,91.33524337084016,8.084394179880269,BR-12,BR-1200385,BR,HK
4526692,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),0.3931986894099387,1056.3277708109092,0.2968256906355627,178.70510826913667,167.81232497641315,6.391245679046506,BR-12,BR-1200401,BR,HK
4526819,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,CHARIS TRADING LTD,CHARIS TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3930564274857712,1203.0632497439349,0.1628825835501036,97.04539611238044,91.06897313245928,8.060825692120275,BR-12,BR-1200385,BR,HK
4527641,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGORIFICO RIO MARIA,FRIGORIFICO RIO MARIA,CHARIS TRADING LTD,CHARIS TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3920003782510713,1053.1085094316718,0.2959210855417338,178.16048711155636,167.30090063286696,6.371767737683687,BR-12,BR-1200401,BR,HK
4528046,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,SENADOR GUIOMARD,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3914768339292576,1051.7020082879062,0.0919970559733755,55.182965987502094,51.80702636242974,5.674054149501658,BR-12,BR-1200450,BR,HK
4528362,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BUJARI,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3910225379710291,1050.4815427833946,0.1971144613911958,118.87065603192389,111.63591793213013,5.757613057808744,BR-12,BR-1200138,BR,HK
4528891,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3903513609482691,1048.6784265793824,0.2946762423798483,177.4110242481954,166.5971204958455,6.344963796075886,BR-12,BR-1200401,BR,HK
4531984,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BUJARI,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3867454278322385,1038.9910919245644,0.1949583701702314,117.57041668828658,110.41481410799172,5.694634731002906,BR-12,BR-1200138,BR,HK
4532240,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,ALIMENTOS ESTRELA,ALIMENTOS ESTRELA,BETTER YIELD GROUP LTD,BETTER YIELD GROUP LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3864422983950527,1038.1767350834211,0.2504532535898336,150.68625694200952,141.4941472112356,5.823110643334468,BR-12,BR-1200179,BR,HK
4533675,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,CAPIXABA,UNKNOWN,COMCARNE COMERCIAL DE CARNE LTDA.,COMCARNE COMERCIAL DE CARNE LTDA.,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3847756618387623,1033.6993181294115,0.2493731064377018,150.03638184967843,140.8839155693507,5.797996909382954,BR-12,BR-1200179,BR,HK
4533892,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGOL,FRIGOL,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3845142471879342,1120.7273442562291,0.2902698052021715,174.75811091299255,164.1059127231452,6.250084466353735,BR-12,BR-1200401,BR,HK
4535907,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DRAGON CENTURY LOGISITICS CO LTD,DRAGON CENTURY LOGISITICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3822972670301303,1170.1317171772828,0.1974565384210623,119.21087749429137,111.96382112210802,5.101880487545418,BR-12,BR-1200807,BR,HK
4536169,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,CAPIXABA,UNKNOWN,FRISA FRIGORIFICO RIO DOCE,FRISA FRIGORIFICO RIO DOCE,LONGEVITY TRADING LTD,LONGEVITY TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3819939464704983,1169.2033165898167,0.2475702767075299,148.951701734529,139.8654027268085,5.756080596300928,BR-12,BR-1200179,BR,HK
4536807,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3813265151099293,1024.4331899011224,0.2878633862564856,173.30931664822083,162.74542820013048,6.1982694948946975,BR-12,BR-1200401,BR,HK
4541882,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,FULLYTECH ASIA TRADING CO LTD,FULLYTECH ASIA TRADING CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3755104418589091,1149.3586694035532,0.0882449538368436,52.932327394873695,49.6940755484592,5.442637714792006,BR-12,BR-1200450,BR,HK
4542253,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,PORTO ACRE,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3750733131614274,1148.0207101830094,0.1937253662478772,116.95824857450764,109.84813380623171,5.00547449026488,BR-12,BR-1200807,BR,HK
4542875,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA,ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA,ADVANCE GLOBAL FOOD LTD,ADVANCE GLOBAL FOOD LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3743536248172919,1005.7005291438238,0.2825995513745737,170.1402035553859,159.76948508707247,6.084928692512671,BR-12,BR-1200401,BR,HK
4543736,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BRASILEIA,UNKNOWN,JBS,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),0.3734601671748944,1003.300256342498,0.3755141980943564,225.76447637471765,211.9834600918136,6.46943644159643,BR-12,BR-1200104,BR,HK
4544105,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BRASILEIA,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3730658226522954,1087.3591075274787,0.375117684676883,225.526086869006,211.7596222538959,6.46260522625064,BR-12,BR-1200104,BR,HK
4544290,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,SENA MADUREIRA,UNKNOWN,JBS,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),0.372847748893203,1001.6549954204086,0.5405546663453658,325.0708146413787,305.2321824791695,6.359517013288566,BR-12,BR-1200500,BR,HK
4544676,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,COMERCIAL DE ALIMENTOS TALISMA,COMERCIAL DE ALIMENTOS TALISMA,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3724899813336469,1000.6938533341482,0.087535145613407,52.50656025877221,49.29435565574337,5.3988592454385245,BR-12,BR-1200450,BR,HK
4544714,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,SENA MADUREIRA,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.372454051036075,1085.5760027823303,0.5399838831921016,324.7275654638817,304.9098813347338,6.352801864201751,BR-12,BR-1200500,BR,HK
4544902,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3722596721677809,1000.07512805777,0.2810188265194578,169.18852175933802,158.875812061274,6.050892552047912,BR-12,BR-1200401,BR,HK
4545395,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,CAPIXABA,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3716884227239906,998.5404671654832,0.2408912667674183,144.9332472184534,136.0920805513292,5.600791681855859,BR-12,BR-1200179,BR,HK
4545463,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3716286888364497,998.3799921538229,0.2805424972026359,168.90174576649133,158.60651619965518,6.040636237369009,BR-12,BR-1200401,BR,HK
4546131,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,FULLYTECH ASIA TRADING CO LTD,FULLYTECH ASIA TRADING CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3709720062731481,1135.4674703727046,0.1870069883622939,112.7753044210339,105.9115432637675,5.4623789167826295,BR-12,BR-1200138,BR,HK
4546404,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,PORTO ACRE,UNKNOWN,MINERVA,MINERVA,LONGEVITY TRADING LTD,LONGEVITY TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3706994836754176,1134.633335884302,0.1914662833183532,115.59436738569302,108.5671655534516,4.94710432329017,BR-12,BR-1200807,BR,HK
4546580,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,SENADOR GUIOMARD,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3705299007472532,995.4280993726024,0.0870745266756045,52.23026533923357,49.03496368714955,5.370449892903007,BR-12,BR-1200450,BR,HK
4546618,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,PORTO ACRE,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3704851123833779,1079.8372209208555,0.1913555605460146,115.52752047875026,108.50438239734352,4.944243469168864,BR-12,BR-1200807,BR,HK
4547240,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,WAI WA FOOD TRADING CO,WAI WA FOOD TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),0.3697985872154435,1077.8362351736407,0.2791609534889383,168.06998178269924,157.82545152106982,6.010888861824537,BR-12,BR-1200401,BR,HK
4547741,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,AJC INTERNATIONAL,AJC INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),0.3692885966196827,1130.3149066522662,0.0867828202056254,52.0552898681071,48.8706927262976,5.352458466015388,BR-12,BR-1200450,BR,HK
4547965,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DISTRIBUIDORA DE CARNES VALE DO MOGI IMP & EXP LTDA,DRAGON CENTURY LOGISITICS CO LTD,DRAGON CENTURY LOGISITICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3690634758305109,1129.625859153569,0.1529399043841637,91.12155074446768,85.50994059446474,7.5687767454343104,BR-12,BR-1200385,BR,HK
4548293,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,PORTO ACRE,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,FRIEND KONG,FRIEND KONG,CHINA (HONG KONG),CHINA (HONG KONG),0.368684782839707,990.471192499168,0.1904256903367086,114.9661278579053,107.97711790352612,4.920217490010393,BR-12,BR-1200807,BR,HK
4548953,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,COMERCIAL DE ALIMENTOS TALISMA,COMERCIAL DE ALIMENTOS TALISMA,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3679880511655925,988.599423757326,0.1855027765925752,111.86818356031456,105.05963183884364,5.418441656847883,BR-12,BR-1200138,BR,HK
4549030,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),0.3679053447585437,988.3772331017042,0.2777317447582247,167.20952088251738,157.01743911667143,5.980115163951315,BR-12,BR-1200401,BR,HK
4550617,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,MASTERBOI,MASTERBOI,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3663040923250371,984.0754705090312,0.2765229592961705,166.48176670326148,156.334044433581,5.95408761611775,BR-12,BR-1200401,BR,HK
4550841,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BUJARI,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3660516601986944,983.3973119279314,0.1845266419061618,111.279521674573,104.50679725241076,5.389929259649792,BR-12,BR-1200138,BR,HK
4552027,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,BUJARI,UNKNOWN,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,BARRA MANSA COMERCIO DE CARNES E DERIVADOS,AJC INTERNATIONAL,AJC INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),0.3648253585269742,1116.6538713690072,0.1839084632334476,110.90672657952088,104.15669131351896,5.371872575361093,BR-12,BR-1200138,BR,HK
4552046,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,MINERVA,MINERVA,SUN HING CITY,SUN HING CITY,CHINA (HONG KONG),CHINA (HONG KONG),0.3648085195811975,980.0576162660368,0.275393951431846,165.8020429495702,155.69575253161227,5.929777838150004,BR-12,BR-1200401,BR,HK
4553162,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,RIO BRANCO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3637164006786446,977.1236402461134,0.2745695108723088,165.30568517427758,155.2296497262771,5.912025998164422,BR-12,BR-1200401,BR,HK
4553959,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGOL,FRIGOL,FAITH CO,FAITH CO,CHINA (HONG KONG),CHINA (HONG KONG),0.3629304179221126,975.012098586732,0.2739761724894028,164.94846339967174,154.89420203197545,5.899250246281758,BR-12,BR-1200401,BR,HK
4554698,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PORTO ACRE,UNKNOWN,FRIGOESTRELA SA,FRIGOESTRELA SA,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.362158924474689,1108.49247623119,0.1870550844911769,112.931184453416,106.06588258571912,4.8331278026694,BR-12,BR-1200807,BR,HK
4554759,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,PLACIDO DE CASTRO,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3620895899203806,1108.2802577088796,0.1500499260630057,89.39970249758804,83.89413028284865,7.425755858896769,BR-12,BR-1200385,BR,HK
4557216,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,FRIGOL,FRIGOL,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3595682616125046,965.9796700072374,0.0844985414789385,50.685101725160266,47.58432886431866,5.211572205573239,BR-12,BR-1200450,BR,HK
4557945,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,MINERVA,MINERVA,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3588731244347571,964.112184877824,0.2709133216357981,163.1044616482274,153.16259948201133,5.833300994241781,BR-12,BR-1200401,BR,HK
4558961,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,G4,ACRE,PLACIDO DE CASTRO,UNKNOWN,MINERVA,MINERVA,LONGEVITY TRADING LTD,LONGEVITY TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3578671670782379,1095.3563073774858,0.1483001540372218,88.3571888313167,82.9158185558921,7.339162148302451,BR-12,BR-1200385,BR,HK
4559154,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,PLACIDO DE CASTRO,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3576602165688266,1042.457041820288,0.1482143937461217,88.30609287471336,82.86786928178435,7.334917994367784,BR-12,BR-1200385,BR,HK
4559357,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,RIO BRANCO,UNKNOWN,JBS,JBS,FRIEND KONG,FRIEND KONG,CHINA (HONG KONG),CHINA (HONG KONG),0.3574733822954262,960.351779429962,0.2698566562948172,162.46829200347764,152.56520689374744,5.810548894245713,BR-12,BR-1200401,BR,HK
4560023,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,RIO BRANCO,UNKNOWN,FRIGOESTRELA SA,FRIGOESTRELA SA,BETTER YIELD GROUP LTD,BETTER YIELD GROUP LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3567930090070736,958.5239574703226,0.2693430424994398,162.15906873943027,152.27483201090732,5.799489770814127,BR-12,BR-1200401,BR,HK
4560914,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,FRIEND KONG,FRIEND KONG,CHINA (HONG KONG),CHINA (HONG KONG),0.355922208122705,956.1845520201532,0.1474941630460489,87.876979632171,82.46518245766526,7.299274808921781,BR-12,BR-1200385,BR,HK
4561657,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,FRIGOL,FRIGOL,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3552225039128411,954.3047975648628,0.1790676642224632,107.98746357825176,101.41510128860598,5.230475300908672,BR-12,BR-1200138,BR,HK
4561819,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,PLENA ALIMENTOS,PLENA ALIMENTOS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3550479746373403,953.835924891844,0.0834362740397749,50.04791755285413,46.98612583877156,5.146055294110211,BR-12,BR-1200450,BR,HK
4563004,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,XAPURI,UNKNOWN,JBS,JBS,ORIENTAL PARTNERS,ORIENTAL PARTNERS,CHINA (HONG KONG),CHINA (HONG KONG),0.3539302731550732,950.833221304589,0.3096535959833735,185.5517681484972,174.18809347527994,5.622052944761268,BR-12,BR-1200708,BR,HK
4563351,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,XAPURI,UNKNOWN,JBS,JBS,HARMONIE FOOD CO LTD,HARMONIE FOOD CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3535565506623733,1030.4962611036078,0.3093266261745104,185.35584009549635,174.00416456772447,5.616116499647723,BR-12,BR-1200708,BR,HK
4564736,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,BRASILEIA,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3522333041360481,946.2743162286544,0.3541705873087963,212.93239402629752,199.9346680937036,6.101724290865296,BR-12,BR-1200104,BR,HK
4565280,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,G4,ACRE,SENA MADUREIRA,UNKNOWN,JBS,JBS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3516556947044846,944.7225692374362,0.5098304261825618,306.5943229916352,287.88328612552107,5.998052502480185,BR-12,BR-1200500,BR,HK
4565530,2019,AMAZONIA,BRAZIL,BEEF OFFALS,4.0,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3513903287628837,944.0096639783644,0.0825767272592776,49.53233213274485,46.502082493625245,5.093041478342204,BR-12,BR-1200450,BR,HK
4566135,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,RIO BRANCO,UNKNOWN,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,JA COMERCIO DE GENEROS ALIMENTICIOS E SERVICOS,SUNNY TRADING CO,SUNNY TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),0.3508132380412328,1073.7657107168322,0.2648289133973266,159.44131904530272,149.72273991184645,5.702291620422347,BR-12,BR-1200401,BR,HK
4566192,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,BUJARI,UNKNOWN,PLENA ALIMENTOS,PLENA ALIMENTOS,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.350756849323302,942.3078222828282,0.1768165277438765,106.62990681585914,100.14016851399448,5.164720750519305,BR-12,BR-1200138,BR,HK
4566425,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,ALIMENTOS ESTRELA,ALIMENTOS ESTRELA,BETTER YIELD GROUP LTD,BETTER YIELD GROUP LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3505522932538041,941.7582826665526,0.1810602594655898,109.31191533505924,102.6666357327642,4.678233560782755,BR-12,BR-1200807,BR,HK
4566467,2019,AMAZONIA,BRAZIL,BEEF BONELESS,4.0,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,MARFRIG GLOBAL FOODS,MARFRIG,KAI BO FROZEN MEAT SUPERMARKET OB,KAI BO FROZEN MEAT SUPERMARKET OB,CHINA (HONG KONG),CHINA (HONG KONG),0.3505116403026219,1072.8425833230135,0.0823702354711161,49.40847132869789,46.385799147384205,5.080305792672058,BR-12,BR-1200450,BR,HK
4566580,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,SENADOR GUIOMARD,UNKNOWN,FRIGORIFICO NOSSO LTDA,FRIGORIFICO NOSSO,VERA INTERNATIONAL FROZEN FOODS,VERA INTERNATIONAL FROZEN FOODS,CHINA (HONG KONG),CHINA (HONG KONG),0.3503970361049266,1072.491803921197,0.0823433034846577,49.392316606386565,46.37063272583212,5.078644722674744,BR-12,BR-1200450,BR,HK
4567315,2019,AMAZONIA,BRAZIL,BEEF BONELESS,,NONE,ACRE,PLACIDO DE CASTRO,UNKNOWN,FRIGOESTRELA SA,FRIGOESTRELA SA,MANFUL POWER TRADING LTD,MANFUL POWER TRADING LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3496222520971723,1070.1203526459165,0.1448834612690682,86.3215242694406,81.00551792630309,7.1700749184259545,BR-12,BR-1200385,BR,HK
4567915,2019,AMAZONIA,BRAZIL,BEEF OFFALS,,NONE,ACRE,PORTO ACRE,UNKNOWN,COMCARNE COMERCIAL DE CARNE LTDA.,COMCARNE COMERCIAL DE CARNE LTDA.,EVER ALLIANCE INTERNATIONAL LTD,EVER ALLIANCE INTERNATIONAL LTD,CHINA (HONG KONG),CHINA (HONG KONG),0.3490404420168803,937.69669627293,0.1802793883017186,108.84047824110714,102.22385819796996,4.65805741778897,BR-12,BR-1200807,BR,HK
